"ID","Species_Eng","CommonName","Classification","Classification2"
55613,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
51553,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
51552,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
51555,"Quercus sp.","oaks","acorn","Wild Nuts"
51554,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
51561,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
51550,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58917,"Quercus acuta?","Japanese evergreen?","acorn","Wild Nuts"
45044,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
58916,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
44841,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44873,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45043,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45085,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55911,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55928,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55945,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31367,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58258,"Oryza sativa","rice","crop (rice)","Millets + Rice"
51705,"Quercus sp.","oaks","acorn","Wild Nuts"
58918,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
52718,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
35027,"Quercus sp.","oaks","acorn","Wild Nuts"
61706,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
55890,"Quercus sp.","oaks","acorn","Wild Nuts"
53852,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61143,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61679,"Oryza sativa","rice","crop (rice)","Millets + Rice"
48244,"Oryza sativa","rice","crop (rice)","Millets + Rice"
51975,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
58259,"Quercus gilva?","red-bark oak?","acorn","Wild Nuts"
55069,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
53944,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35036,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44971,"Oryza sativa","rice","crop (rice)","Millets + Rice"
51979,"Oryza sativa","rice","crop (rice)","Millets + Rice"
53943,"Oryza sativa","rice","crop (rice)","Millets + Rice"
57652,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58116,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62387,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
53853,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
53812,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
58635,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
40242,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
57646,"Quercus phillyraeoides","ubame oak","acorn","Wild Nuts"
57648,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
55070,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58112,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58115,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61167,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62257,"Oryza sativa","rice","crop (rice)","Millets + Rice"
40246,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
57647,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
44968,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
48241,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
24962,"Quercus sp.","oaks","acorn","Wild Nuts"
40245,"Quercus sp.","oaks","acorn","Wild Nuts"
52719,"Quercus sp.","oaks","acorn","Wild Nuts"
53813,"Quercus sp.","oaks","acorn","Wild Nuts"
53815,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
24976,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
40243,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
58634,"Lithocarpus glaber","Japanese blue oak","acorn","Wild Nuts"
53814,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
44966,"Castanopsis cf. cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
44964,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
40241,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
40244,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
40240,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
24967,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
58633,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
53835,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
55938,"Quercus sp.","oaks","acorn","Wild Nuts"
58632,"Quercus cf. acutissima","sawtooth oak","acorn","Wild Nuts"
44965,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
55931,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
55900,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
46430,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
61177,"Quercus sp.","oaks","acorn","Wild Nuts"
61120,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
61178,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
48236,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
61705,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
44846,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
35028,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
24975,"Oryza sativa","rice","crop (rice)","Millets + Rice"
59554,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61198,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
35035,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
44860,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
44862,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
55067,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
44859,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
24958,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
35025,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
40239,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
44864,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
48234,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
51704,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
51974,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
55880,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
61672,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
61704,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
55068,"Juglans sp.","walnut","walnut","Wild Nuts"
44845,"Juglans sp.","walnut","walnut","Wild Nuts"
44863,"Juglans sp.","walnut","walnut","Wild Nuts"
35024,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
44499,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44498,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44508,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
44505,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
39637,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
39636,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33988,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
33977,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33984,"Oryza sativa","rice","crop (rice)","Millets + Rice"
33987,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
33982,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33976,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
33983,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
1664,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
1636,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
1633,"Oryza sativa","rice","crop (rice)","Millets + Rice"
1663,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
1751,"Corylus sp.","hazel","hazelnut","Wild Nuts"
1750,"Quercus sp.","oaks","acorn","Wild Nuts"
1634,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
1395,"Juglans sp.","walnut","walnut","Wild Nuts"
1749,"Juglans sp.","walnut","walnut","Wild Nuts"
1842,"Juglans sp.","walnut","walnut","Wild Nuts"
1880,"Juglans sp.","walnut","walnut","Wild Nuts"
1928,"Juglans sp.","walnut","walnut","Wild Nuts"
1667,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
2878,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
373,"Castanea sp.","chestnut","chestnut","Wild Nuts"
2160,"Quercus sp.","oaks","acorn","Wild Nuts"
2308,"Quercus sp.","oaks","acorn","Wild Nuts"
2515,"Quercus sp.","oaks","acorn","Wild Nuts"
2558,"Quercus sp.","oaks","acorn","Wild Nuts"
2758,"Quercus sp.","oaks","acorn","Wild Nuts"
2045,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
1218,"Quercus sp.","oaks","acorn","Wild Nuts"
1217,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
1232,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
734,"Juglans sp.","walnut","walnut","Wild Nuts"
2123,"Juglans sp.","walnut","walnut","Wild Nuts"
2161,"Juglans sp.","walnut","walnut","Wild Nuts"
2736,"Juglans sp.","walnut","walnut","Wild Nuts"
3173,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
2514,"Castanea sp.","chestnut","chestnut","Wild Nuts"
2557,"Castanea sp.","chestnut","chestnut","Wild Nuts"
1139,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
1528,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
1222,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
1231,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
1140,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
1529,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
1138,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
1216,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
1527,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
2358,"Juglans sp.","walnut","walnut","Wild Nuts"
2759,"Juglans sp.","walnut","walnut","Wild Nuts"
795,"Juglans sp.","walnut","walnut","Wild Nuts"
2199,"Quercus sp.","oaks","acorn","Wild Nuts"
2198,"Juglans sp.","walnut","walnut","Wild Nuts"
2092,"Juglans sp.","walnut","walnut","Wild Nuts"
2516,"Juglans sp.","walnut","walnut","Wild Nuts"
2559,"Juglans sp.","walnut","walnut","Wild Nuts"
2493,"Juglans sp.","walnut","walnut","Wild Nuts"
3202,"Juglans sp.","walnut","walnut","Wild Nuts"
1425,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
1427,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
1423,"Oryza sativa","rice","crop (rice)","Millets + Rice"
1440,"Juglans sp.","walnut","walnut","Wild Nuts"
3133,"Juglans sp.","walnut","walnut","Wild Nuts"
3134,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
2737,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
1245,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
6,"Juglans sp.","walnut","walnut","Wild Nuts"
3126,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
3127,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
1241,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
1242,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
2740,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62572,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62811,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62812,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
62573,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62923,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62919,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62907,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62569,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62903,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62908,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62924,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62885,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
62883,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62916,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62884,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
62861,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62865,"Setaria italica?","foxtail millet?","crop (millet)","Millets + Rice"
62764,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62756,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62765,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62763,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62755,"Oryza sativa","rice","crop (rice)","Millets + Rice"
2023,"Juglans sp.","walnut","walnut","Wild Nuts"
26030,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
26040,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26041,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14190,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
23548,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12954,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26890,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26889,"Oryza sativa","rice","crop (rice)","Millets + Rice"
20444,"Oryza sativa","rice","crop (rice)","Millets + Rice"
20453,"Quercus sp.","oaks","acorn","Wild Nuts"
17583,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
10463,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10812,"Oryza sativa","rice","crop (rice)","Millets + Rice"
17582,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10787,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10802,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10795,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
10263,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10649,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10256,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
10295,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10813,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23333,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37402,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7499,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10769,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
10794,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
10771,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
20463,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
20464,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
20465,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
19400,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
35731,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35732,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35733,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
34586,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
34584,"Oryza sativa","rice","crop (rice)","Millets + Rice"
34585,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
42736,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
42732,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42740,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
42739,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
41745,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
41744,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
41759,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
41815,"Oryza sativa","rice","crop (rice)","Millets + Rice"
41743,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
41742,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
44287,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62948,"Fagaceae (nuts?)","beech and oaks family","acorn / beechnut","Wild Nuts"
62699,"Quercus phillyraeoides","ubame oak","acorn","Wild Nuts"
62700,"Quercus salicina","Japanese willowleaf oak","acorn","Wild Nuts"
62698,"Quercus miyagii","Ryukyus oak","acorn","Wild Nuts"
62701,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
62702,"Lithocarpus sp.","stone oak","acorn","Wild Nuts"
62703,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
62881,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
62901,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62895,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62899,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
62896,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
62646,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62643,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62647,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62663,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
62659,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61348,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61311,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
61309,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
61312,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
61310,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
360,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
14540,"Oryza sativa","rice","crop (rice)","Millets + Rice"
2227,"Juglans sp.","walnut","walnut","Wild Nuts"
20046,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
29372,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
11463,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
9898,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
9880,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28539,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29376,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29377,"Oryza sativa","rice","crop (rice)","Millets + Rice"
48657,"Oryza sativa","rice","crop (rice)","Millets + Rice"
60900,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45724,"Oryza sativa","rice","crop (rice)","Millets + Rice"
20047,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
26243,"Oryza sativa","rice","crop (rice)","Millets + Rice"
